id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label
183,4 (5K-10K),audi,2006,263481,179,stationwagon,zwart,diesel,Automaat,5,6,2698,1850,9,215,5,133,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,4 (5K-10K),opel,2006,140416,140,mpv,grijs,benzine,Handgeschakeld,5,4,1796,1403,11.3,197,7,91,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,6 (> 15K),volvo,2012,231488,215,0,zwart,diesel,Automaat,0,5,2400,1715,88,205,5,83,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
189,3 (2K-5K),volvo,2004,375155,116,stationwagon,zwart,diesel,Handgeschakeld,5,4,1870,1290,11,195,5,46,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3 (2K-5K),opel,2004,254946,69,hatchback,grijs,diesel,Handgeschakeld,3,4,1248,1010,15,0,5,26,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191,3 (2K-5K),hyundai,2005,168049,86,hatchback,grijs,benzine,Handgeschakeld,5,4,1341,972,12,164,5,40,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2 (1K-2K),citroen,2006,348102,54,hatchback,geel,diesel,Handgeschakeld,3,4,1398,855,15.6,154,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,6 (> 15K),mazda,2015,60814,150,sedan,wit,diesel,Handgeschakeld,4,4,2191,1380,9,211,5,8,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,4 (5K-10K),saab,2008,168803,150,stationwagon,zwart,diesel,Handgeschakeld,5,4,1910,1575,10.7,205,5,88,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,2 (1K-2K),renault,2003,284723,136,mpv,blauw,benzine,Handgeschakeld,5,4,1998,1689,12.5,185,5,128,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,5 (10K-15K),volkswagen,2011,138110,161,hatchback,zwart,benzine,Automaat,5,4,1390,1261,8,220,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,3 (2K-5K),kia,2004,128000,61,hatchback,zwart,benzine,Handgeschakeld,5,4,999,836,16.4,150,5,27,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4 (5K-10K),volvo,2011,149628,116,stationwagon,grijs,diesel,Handgeschakeld,5,4,1560,1437,11,190,5,23,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,3 (2K-5K),citroen,2011,103320,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,805,13.7,157,4,7,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,4 (5K-10K),bmw,2011,326324,184,stationwagon,grijs,diesel,Automaat,5,4,1995,1690,8,220,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,3 (2K-5K),renault,2006,150595,111,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1295,13,185,5,77,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,3 (2K-5K),toyota,2006,137671,88,hatchback,oranje,benzine,Handgeschakeld,3,4,1296,995,12,170,5,45,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1 (< 1K),mitsubishi,2001,165065,82,mpv,rood,benzine,Handgeschakeld,4,4,1299,1130,13.4,170,5,66,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,3 (2K-5K),mercedes-benz,2008,790500,170,stationwagon,grijs,diesel,Automaat,5,4,2149,1710,9,218,5,106,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,6 (> 15K),audi,2015,64596,0,sedan,zwart,diesel,Handgeschakeld,4,4,1598,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
212,2 (1K-2K),ford,1999,201782,170,coupe,zwart,benzine,Automaat,2,6,2544,1397,10.4,206,4,135,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2 (1K-2K),opel,2000,192105,101,stationwagon,grijs,benzine,Handgeschakeld,5,4,1598,1129,12,183,5,89,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2 (1K-2K),volkswagen,1998,227127,75,cabriolet,blauw,benzine,Handgeschakeld,2,4,1781,0,0,163,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
216,3 (2K-5K),volkswagen,1999,210306,116,hatchback,blauw,benzine,Handgeschakeld,3,4,1984,1203,10.9,185,0,113,Euro2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217,4 (5K-10K),chevrolet,2012,89809,65,hatchback,grijs,lpg,Handgeschakeld,5,4,995,929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
218,4 (5K-10K),mitsubishi,2013,60499,80,hatchback,blauw,benzine,Handgeschakeld,4,0,1193,820,11.7,180,5,4,Euro5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,2 (1K-2K),renault,1999,181663,107,mpv,blauw,benzine,Automaat,5,4,1598,1255,13.8,180,5,85,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,5 (10K-15K),peugeot,2010,9744,156,coupe,grijs,benzine,Handgeschakeld,2,4,1598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
222,2 (1K-2K),ford,2004,368454,109,mpv,grijs,diesel,Automaat,5,4,1560,1323,11.6,180,5,57,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5 (10K-15K),volkswagen,2011,106427,122,stationwagon,grijs,benzine,Automaat,5,4,1390,1326,10,201,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,6 (> 15K),mercedes-benz,2007,118158,517,sedan,blauw,benzine,Automaat,4,1,5513,2080,4.6,250,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,3 (2K-5K),volkswagen,2007,122160,54,hatchback,zwart,benzine,Handgeschakeld,3,3,1198,973,17.5,148,4,50,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,3 (2K-5K),renault,2012,94435,75,hatchback,wit,benzine,Handgeschakeld,3,4,1149,0,12.3,170,4,23,Euro5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,4 (5K-10K),ford,2013,126127,95,hatchback,zwart,diesel,Handgeschakeld,5,4,1560,1017,12.9,178,5,254,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,4 (5K-10K),bmw,2006,265472,204,0,zwart,diesel,Automaat,0,6,2993,1830,8,210,5,146,Euro3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
232,2 (1K-2K),suzuki,2001,145182,86,hatchback,grijs,benzine,Handgeschakeld,3,4,1298,765,0,165,5,36,Euro3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
233,4 (5K-10K),toyota,2003,177000,125,terreinwagen,blauw,benzine,Handgeschakeld,3,4,1794,1125,12.2,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
234,2 (1K-2K),daewoo,2003,199617,83,hatchback,blauw,benzine,Handgeschakeld,5,4,1399,970,12.1,170,5,79,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2 (1K-2K),mercedes-benz,2009,467359,109,stationwagon,blauw,diesel,Continu variabele transmissie,4,4,1992,1370,11.8,178,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,5 (10K-15K),audi,2014,213672,110,sedan,grijs,diesel,Handgeschakeld,4,4,1598,1245,10.9,203,5,266,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,3 (2K-5K),citroen,2008,71487,68,hatchback,grijs,benzine,Handgeschakeld,2,0,998,775,13.7,157,4,13,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,2 (1K-2K),daihatsu,2004,120448,58,hatchback,rood,benzine,Automaat,2,3,989,700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
240,5 (10K-15K),honda,2013,52689,99,hatchback,grijs,benzine,Automaat,5,4,1339,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
241,1 (< 1K),nissan,2001,162296,114,mpv,blauw,benzine,Handgeschakeld,5,4,1769,1345,11.6,173,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,4 (5K-10K),skoda,2008,196999,163,sedan,blauw,diesel,Automaat,4,6,2496,1579,10.3,217,5,1,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,4 (5K-10K),bmw,2006,173915,129,stationwagon,grijs,benzine,Handgeschakeld,4,4,1995,0,0,206,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
244,2 (1K-2K),ford,2003,338833,136,mpv,blauw,diesel,Handgeschakeld,5,4,1997,1391,9.6,200,5,52,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,6 (> 15K),mercedes-benz,2015,85086,109,stationwagon,grijs,diesel,Automaat,5,4,1461,1325,11.6,190,5,265,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,5 (10K-15K),kia,2012,37417,105,hatchback,wit,benzine,Handgeschakeld,3,4,1396,1157,12,185,5,36,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,3 (2K-5K),chevrolet,2007,96953,51,hatchback,blauw,benzine,Handgeschakeld,5,3,796,0,0,142,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
249,1 (< 1K),renault,2005,243211,135,stationwagon,groen,benzine,Handgeschakeld,4,4,1998,1285,10.1,204,5,99,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,5 (10K-15K),seat,2012,75611,120,stationwagon,zilver,benzine,Handgeschakeld,5,4,1798,1455,11.1,196,5,76,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3 (2K-5K),volkswagen,2006,189432,140,sedan,blauw,diesel,Handgeschakeld,4,4,1968,1429,9.8,209,5,63,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,3 (2K-5K),opel,2007,150735,105,hatchback,zwart,benzine,Handgeschakeld,3,4,1589,1145,12.2,187,5,62,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1 (< 1K),citroen,2000,253458,116,mpv,grijs,benzine,Handgeschakeld,5,4,1749,1220,12.6,190,5,91,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,4 (5K-10K),ford,2009,263820,116,stationwagon,grijs,diesel,Handgeschakeld,4,4,1997,2275,99.9,187,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,4 (5K-10K),hyundai,2008,12106,78,mpv,grijs,benzine,Automaat,4,0,1248,935,99.9,0,5,43,Euro4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
257,4 (5K-10K),volvo,2011,194729,165,stationwagon,zwart,diesel,Automaat,5,5,1984,1524,9,215,5,66,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,4 (5K-10K),audi,2006,386374,429,stationwagon,grijs,diesel,Automaat,5,6,2967,1880,0,0,5,136,Euro4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
261,6 (> 15K),mercedes-benz,2015,126197,163,sedan,grijs,diesel,Automaat,4,4,2143,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
264,6 (> 15K),volkswagen,2013,90094,141,0,blauw,diesel,Handgeschakeld,0,4,1968,1438,10,192,5,43,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
265,2 (1K-2K),opel,2002,186980,84,hatchback,blauw,benzine,Handgeschakeld,5,4,1598,1063,13,180,5,75,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,4 (5K-10K),chrysler,2000,122459,116,mpv,groen,diesel,Handgeschakeld,5,4,2499,1885,12.6,175,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,2 (1K-2K),peugeot,2000,207512,136,cabriolet,blauw,benzine,Handgeschakeld,2,4,1997,1127,8.9,204,4,95,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,2 (1K-2K),toyota,2000,289643,85,mpv,rood,benzine,Handgeschakeld,5,4,1299,975,0,0,0,59,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0
270,3 (2K-5K),chevrolet,2006,78584,52,hatchback,grijs,benzine,Handgeschakeld,5,3,796,750,18.2,145,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,5 (10K-15K),volkswagen,2011,77884,105,hatchback,grijs,benzine,Handgeschakeld,3,4,1197,988,10,190,5,28,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2 (1K-2K),citroen,2006,197746,109,mpv,grijs,benzine,Handgeschakeld,5,4,1587,1243,12.6,180,5,76,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,6 (> 15K),bmw,2013,87200,184,hatchback,zwart,diesel,Automaat,5,4,1995,1890,8.9,245,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
274,5 (10K-15K),volkswagen,2015,172062,110,stationwagon,grijs,diesel,Handgeschakeld,5,4,1598,1291,11,200,5,254,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,5 (10K-15K),opel,2011,66835,101,hatchback,grijs,benzine,Handgeschakeld,5,4,1398,1273,13,178,5,33,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,4 (5K-10K),kia,2012,72396,90,mpv,grijs,benzine,Handgeschakeld,5,4,1396,1153,12.8,168,5,34,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,2 (1K-2K),toyota,2003,173147,65,hatchback,blauw,benzine,Handgeschakeld,5,4,998,855,13.6,155,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,3 (2K-5K),ford,2005,183335,101,mpv,grijs,benzine,Handgeschakeld,5,4,1596,1234,13,175,5,70,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,5 (10K-15K),opel,2012,57957,140,stationwagon,beige,benzine,Handgeschakeld,5,4,1364,1513,11.9,200,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,6 (> 15K),mercedes-benz,2013,94322,122,hatchback,grijs,benzine,Handgeschakeld,5,4,1595,1270,9,202,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,4 (5K-10K),honda,2013,64025,90,mpv,zwart,benzine,Handgeschakeld,5,4,1198,1019,13,177,5,27,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,3 (2K-5K),smart,2011,97248,61,hatchback,zwart,benzine,Automaat,3,3,999,725,16.7,145,2,264,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,3 (2K-5K),mercedes-benz,2001,255364,279,sedan,zwart,benzine,Automaat,4,8,4266,1755,7.3,250,5,195,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4 (5K-10K),citroen,2012,173986,112,stationwagon,grijs,diesel,Automaat,4,4,1560,1405,99.9,0,5,29,Euro5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,3 (2K-5K),lancia,2003,238433,215,sedan,zwart,benzine,0,4,6,2959,1795,9,234,5,214,Euro3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,5 (10K-15K),volkswagen,2014,122043,90,hatchback,bruin,diesel,Automaat,5,4,1598,1079,11.5,180,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,2 (1K-2K),opel,1997,162000,100,sedan,grijs,benzine,Automaat,4,4,1598,1202,14,178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
290,1 (< 1K),fiat,2001,128039,54,hatchback,blauw,benzine,Handgeschakeld,3,4,1108,710,14.5,150,5,47,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,6 (> 15K),opel,2015,80959,105,hatchback,zwart,benzine,Handgeschakeld,5,3,999,1163,11.2,200,5,6,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,4 (5K-10K),toyota,2010,104250,100,hatchback,rood,benzine,Automaat,5,4,1798,1345,10.4,180,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,4 (5K-10K),mercedes-benz,2005,190000,163,coupe,grijs,benzine,Automaat,2,4,1796,1470,9.9,228,4,110,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,6 (> 15K),volkswagen,2015,82310,126,stationwagon,zwart,benzine,Handgeschakeld,5,4,1395,1294,10,206,5,27,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,5 (10K-15K),skoda,2014,170201,110,stationwagon,blauw,diesel,Handgeschakeld,5,4,1598,1180,10.4,203,5,252,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,3 (2K-5K),chrysler,2005,206202,0,cabriolet,grijs,benzine,Handgeschakeld,2,0,0,0,0,0,0,135,Euro4,1,0,0,0,0,0,1,1,1,1,1,1,0,0
297,1 (< 1K),volkswagen,2002,284656,131,hatchback,groen,diesel,Handgeschakeld,5,4,1896,1240,9.6,205,5,50,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,6 (> 15K),bmw,2012,165811,184,0,zwart,diesel,Automaat,0,4,1995,1700,8.5,210,5,51,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
301,3 (2K-5K),nissan,2010,96347,68,hatchback,blauw,benzine,Handgeschakeld,5,3,996,830,14,155,4,7,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,6 (> 15K),porsche,1996,82795,286,coupe,rood,benzine,Handgeschakeld,2,6,3600,1400,5,270,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,2 (1K-2K),toyota,2002,214273,68,hatchback,zwart,benzine,Handgeschakeld,5,4,998,875,13.6,165,5,41,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,3 (2K-5K),peugeot,2003,160063,136,cabriolet,grijs,benzine,Handgeschakeld,2,4,1997,1432,10.3,207,4,98,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,2 (1K-2K),volkswagen,2001,296806,61,hatchback,groen,diesel,Automaat,2,3,1191,803,14.5,165,4,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,4 (5K-10K),volkswagen,2007,173093,140,mpv,zwart,benzine,Handgeschakeld,5,4,1390,1453,9.8,200,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,3 (2K-5K),mini,2002,241865,116,hatchback,grijs,benzine,Handgeschakeld,3,4,1598,1025,9.1,200,4,67,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,3 (2K-5K),fiat,2011,144665,69,hatchback,grijs,benzine,Handgeschakeld,5,4,1242,835,13.2,162,4,14,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,4 (5K-10K),volkswagen,2010,207935,90,hatchback,zwart,diesel,Handgeschakeld,5,4,1598,1065,11.5,180,5,263,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,4 (5K-10K),renault,2006,270985,114,0,wit,diesel,Handgeschakeld,5,4,2463,1895,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
313,3 (2K-5K),saab,1999,281180,131,hatchback,groen,benzine,Handgeschakeld,5,4,1985,1295,11,200,5,121,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,6 (> 15K),volkswagen,2013,217480,0,0,grijs,diesel,Automaat,5,0,0,1553,99.9,0,5,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1
317,4 (5K-10K),citroen,2013,34421,68,hatchback,zwart,benzine,Handgeschakeld,5,3,998,805,13.7,157,4,266,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2 (1K-2K),nissan,1998,229186,100,hatchback,rood,benzine,Automaat,3,4,1597,1090,99.9,0,5,106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
320,4 (5K-10K),fiat,2014,58667,69,hatchback,rood,benzine,Handgeschakeld,2,4,1242,840,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
321,1 (< 1K),volkswagen,2010,103509,105,hatchback,zwart,benzine,Handgeschakeld,5,4,1197,988,9.7,190,5,28,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,6 (> 15K),mercedes-benz,2009,204377,388,0,zwart,benzine,Automaat,0,8,5461,2380,6.5,240,5,213,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
323,3 (2K-5K),citroen,2007,135468,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,775,13.7,157,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,3 (2K-5K),volkswagen,2004,195379,75,hatchback,grijs,benzine,Handgeschakeld,3,4,1390,1129,14.7,164,5,70,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,6 (> 15K),volkswagen,2012,130533,340,0,zwart,diesel,Automaat,5,8,4134,0,0,270,5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
327,4 (5K-10K),fiat,2011,24842,69,hatchback,blauw,benzine,Handgeschakeld,2,4,1242,0,0,160,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
328,6 (> 15K),bmw,2011,147229,184,stationwagon,zwart,diesel,Automaat,5,4,1995,1690,8.3,220,5,43,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1 (< 1K),peugeot,2000,234000,75,hatchback,grijs,benzine,Handgeschakeld,3,4,1360,925,0,0,5,66,Euro2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
331,3 (2K-5K),opel,2007,107830,80,hatchback,blauw,benzine,"3 versnellingen, Handgeschakeld",3,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
332,4 (5K-10K),audi,2011,182145,105,hatchback,blauw,benzine,Handgeschakeld,5,4,1197,1220,11.3,192,5,31,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,6 (> 15K),audi,2007,114917,436,sedan,beige,benzine,Automaat,4,1,5204,1885,52,250,0,211,Euro4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,1 (< 1K),volkswagen,1996,201763,60,hatchback,groen,benzine,5 versnellingen,3,4,1390,885,14.9,160,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,2 (1K-2K),citroen,2001,166113,116,mpv,grijs,benzine,Handgeschakeld,5,4,1749,1220,12.6,190,5,91,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,4 (5K-10K),fiat,2013,26000,69,0,zwart,benzine,Handgeschakeld,0,4,1242,840,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
339,5 (10K-15K),mercedes-benz,2011,56630,95,hatchback,grijs,benzine,Handgeschakeld,4,4,1498,0,0,175,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
340,4 (5K-10K),volkswagen,2012,189127,122,hatchback,grijs,benzine,Automaat,5,4,1390,1216,9.5,200,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,6 (> 15K),mercedes-benz,2010,176000,293,stationwagon,zilver,benzine,Automaat,5,6,3498,1745,7,250,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,2 (1K-2K),renault,2007,200087,59,hatchback,grijs,benzine,Handgeschakeld,3,4,1149,795,13.7,151,4,1,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,6 (> 15K),mercedes-benz,2010,93957,272,stationwagon,blauw,benzine,Automaat,5,6,3498,1815,8,243,5,141,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,3 (2K-5K),fiat,2009,74000,54,hatchback,blauw,benzine,Handgeschakeld,3,4,1108,710,14.5,150,5,43,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1 (< 1K),nu,2001,189350,75,hatchback,blauw,benzine,Handgeschakeld,2,4,1390,0,0,171,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
346,4 (5K-10K),land,2003,232248,177,0,blauw,diesel,Automaat,0,6,2926,2460,13,179,5,200,Euro3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
347,6 (> 15K),bmw,2011,72555,306,0,zwart,benzine,Automaat,0,6,2979,1780,5.7,245,5,108,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
348,4 (5K-10K),jaguar,1997,1,294,coupe,groen,benzine,0,2,8,3996,1680,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
349,1 (< 1K),suzuki,1996,170297,0,hatchback,groen,benzine,Handgeschakeld,2,4,1300,755,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
350,1 (< 1K),citroën,2003,209977,110,hatchback,grijs,benzine,Handgeschakeld,3,4,1587,1109,10,195,5,68,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,1 (< 1K),ford,2003,290369,90,hatchback,grijs,diesel,Handgeschakeld,5,4,1753,1180,12.4,178,5,47,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,6 (> 15K),bmw,1996,123947,381,coupe,rood,benzine,Handgeschakeld,2,1,5600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
353,3 (2K-5K),volkswagen,2004,228070,150,mpv,zwart,benzine,Handgeschakeld,4,4,1984,1484,10.4,201,5,98,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,2 (1K-2K),hyundai,2004,119928,58,hatchback,zwart,benzine,Handgeschakeld,4,4,1086,859,15.8,146,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,2 (1K-2K),opel,2002,158742,84,sedan,grijs,benzine,Handgeschakeld,4,4,1598,1063,13,180,5,75,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,4 (5K-10K),seat,2009,32167,60,hatchback,wit,benzine,Handgeschakeld,4,3,1198,974,15,155,5,32,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,2 (1K-2K),opel,2004,257404,177,hatchback,zwart,diesel,Automaat,5,6,2959,1575,9.8,223,5,1,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3 (2K-5K),fiat,2011,126000,69,0,blauw,benzine,Handgeschakeld,0,4,1242,990,0,0,5,27,Euro5,0,1,0,0,0,1,0,0,0,1,1,0,0,0
359,6 (> 15K),cadillac,2011,68865,277,stationwagon,grijs,benzine,Automaat,4,6,2997,1834,0,0,5,137,Euro5,0,0,0,0,0,0,0,0,0,1,1,0,0,0
360,6 (> 15K),volvo,2013,135640,150,hatchback,zwart,benzine,Handgeschakeld,5,4,1596,1268,9,210,5,28,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,5 (10K-15K),citroen,2011,76722,120,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1390,12.1,186,5,63,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,5 (10K-15K),citroën,2014,39495,82,hatchback,wit,benzine,Handgeschakeld,3,3,1199,950,12,174,5,6,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2 (1K-2K),renault,2002,178978,0,mpv,beige,diesel,Handgeschakeld,5,4,1900,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
